day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;10000;INTARIAN_PEPPER_ROOT;11000;17;10993;17;10983;15;11017;19;11024;14;11034;13;11008.5;0.0
0;10100;INTARIAN_PEPPER_ROOT;11002;21;10995;20;10985;12;11019;20;11026;20;11036;12;11010.5;0.0
0;10200;INTARIAN_PEPPER_ROOT;11004;18;10997;17;10987;11;11021;21;11028;17;11038;10;11012.5;0.0
0;10300;INTARIAN_PEPPER_ROOT;11000;20;10991;15;10979;11;11020;16;11029;20;11041;17;11010.0;0.0
0;10400;INTARIAN_PEPPER_ROOT;10998;20;10989;13;10976;13;11019;17;11028;13;11041;15;11008.5;0.0
0;10500;INTARIAN_PEPPER_ROOT;11010;17;11003;17;10993;19;11027;17;11034;18;11044;20;11018.5;0.0
0;10600;INTARIAN_PEPPER_ROOT;11008;17;11000;19;10988;9;11027;19;11035;17;11047;11;11017.5;0.0
0;10700;INTARIAN_PEPPER_ROOT;11005;16;10998;19;10988;14;11022;18;11029;19;11039;14;11013.5;0.0
0;10800;INTARIAN_PEPPER_ROOT;11001;21;10994;12;10984;14;11017;19;11024;15;11034;16;11009.0;0.0
0;10900;INTARIAN_PEPPER_ROOT;11003;19;10995;17;10984;16;11021;17;11029;16;11040;13;11012.0;0.0
0;11000;INTARIAN_PEPPER_ROOT;11002;18;10993;16;10980;18;11023;20;11032;16;11045;13;11012.5;0.0
0;11100;INTARIAN_PEPPER_ROOT;11008;20;11000;12;10988;13;11027;14;11035;17;11047;19;11017.5;0.0
0;11200;INTARIAN_PEPPER_ROOT;11005;14;10998;12;10988;12;11021;19;11028;19;11038;14;11013.0;0.0
0;11300;INTARIAN_PEPPER_ROOT;11000;17;10993;17;10983;11;11017;20;11024;16;11034;17;11008.5;0.0
0;11400;INTARIAN_PEPPER_ROOT;10997;18;10989;15;10977;19;11016;13;11024;13;11036;15;11006.5;0.0
0;11500;INTARIAN_PEPPER_ROOT;10997;13;10988;15;10975;14;11018;15;11027;14;11040;16;11007.5;0.0
0;11600;INTARIAN_PEPPER_ROOT;11004;18;10997;20;10987;17;11021;17;11028;14;11038;14;11012.5;0.0
0;11700;INTARIAN_PEPPER_ROOT;11012;21;11005;14;10995;14;11028;16;11035;15;11045;18;11020.0;0.0
0;11800;INTARIAN_PEPPER_ROOT;11005;14;10998;16;10988;15;11021;18;11028;14;11038;13;11013.0;0.0
0;11900;INTARIAN_PEPPER_ROOT;11001;18;10994;18;10984;11;11017;22;11024;16;11034;15;11009.0;0.0
0;12000;INTARIAN_PEPPER_ROOT;11004;19;10996;17;10984;13;11023;16;11031;19;11043;8;11013.5;0.0
0;12100;INTARIAN_PEPPER_ROOT;11011;15;11004;14;10994;12;11028;16;11035;15;11045;14;11019.5;0.0
0;12200;INTARIAN_PEPPER_ROOT;11010;19;11004;18;10995;15;11025;17;11031;13;11040;12;11017.5;0.0
0;12300;INTARIAN_PEPPER_ROOT;11008;16;11000;13;10989;11;11026;20;11034;15;11045;14;11017.0;0.0
0;12400;INTARIAN_PEPPER_ROOT;10997;15;10988;17;10975;12;11018;20;11027;17;11040;14;11007.5;0.0
0;12500;INTARIAN_PEPPER_ROOT;11002;18;10995;20;10985;18;11019;22;11026;22;11036;11;11010.5;0.0
0;12600;INTARIAN_PEPPER_ROOT;11004;16;10997;12;10987;21;11020;14;11027;14;11037;20;11012.0;0.0
0;12700;INTARIAN_PEPPER_ROOT;11006;21;10999;21;10989;15;11022;16;11029;19;11039;19;11014.0;0.0
0;12800;INTARIAN_PEPPER_ROOT;11007;14;10999;20;10988;21;11025;14;11033;18;11044;12;11016.0;0.0
0;12900;INTARIAN_PEPPER_ROOT;11003;25;10996;17;10986;15;11019;24;11026;17;11036;12;11011.0;0.0
0;13000;INTARIAN_PEPPER_ROOT;11001;19;10994;16;10984;13;11018;17;11025;20;11035;14;11009.5;0.0
0;13100;INTARIAN_PEPPER_ROOT;11007;19;11001;16;10992;19;11022;20;11028;16;11037;13;11014.5;0.0
0;13200;INTARIAN_PEPPER_ROOT;11010;21;11003;13;10993;14;11026;15;11033;16;11043;16;11018.0;0.0
0;13300;INTARIAN_PEPPER_ROOT;11014;18;11007;15;10997;14;11031;14;11038;15;11048;15;11022.5;0.0
0;13400;INTARIAN_PEPPER_ROOT;11010;17;11002;18;10990;11;11029;23;11037;21;11049;16;11019.5;0.0
0;13500;INTARIAN_PEPPER_ROOT;11013;16;11005;17;10994;14;11031;13;11039;19;11050;15;11022.0;0.0
0;13600;INTARIAN_PEPPER_ROOT;11013;14;11006;14;10996;16;11030;15;11037;16;11047;17;11021.5;0.0
0;13700;INTARIAN_PEPPER_ROOT;11008;20;11002;17;10993;18;11023;20;11029;19;11038;8;11015.5;0.0
0;13800;INTARIAN_PEPPER_ROOT;10999;17;10991;15;10979;17;11018;12;11026;16;11038;16;11008.5;0.0
0;13900;INTARIAN_PEPPER_ROOT;11009;21;11002;16;10992;16;11026;19;11033;21;11043;18;11017.5;0.0
0;14000;INTARIAN_PEPPER_ROOT;11012;16;11004;14;10993;13;11030;21;11038;15;11049;14;11021.0;0.0
0;14100;INTARIAN_PEPPER_ROOT;11015;21;11008;19;10998;13;11031;15;11038;20;11048;15;11023.0;0.0
0;14200;INTARIAN_PEPPER_ROOT;11004;16;10997;15;10987;10;11020;19;11027;16;11037;16;11012.0;0.0
0;14300;INTARIAN_PEPPER_ROOT;11002;16;10994;16;10982;15;11021;13;11029;13;11041;11;11011.5;0.0
0;14400;INTARIAN_PEPPER_ROOT;11011;17;11004;18;10994;16;11027;17;11034;25;11044;12;11019.0;0.0
0;14500;INTARIAN_PEPPER_ROOT;11011;19;11003;17;10991;14;11030;20;11038;16;11050;16;11020.5;0.0
0;14600;INTARIAN_PEPPER_ROOT;11012;18;11005;16;10995;16;11028;16;11035;18;11045;22;11020.0;0.0
0;14700;INTARIAN_PEPPER_ROOT;11010;18;11003;16;10993;15;11026;23;11033;15;11043;11;11018.0;0.0
0;14800;INTARIAN_PEPPER_ROOT;11004;15;10996;12;10984;12;11023;15;11031;16;11043;16;11013.5;0.0
0;14900;INTARIAN_PEPPER_ROOT;11009;16;11002;11;10992;15;11026;21;11033;16;11043;13;11017.5;0.0
0;15000;INTARIAN_PEPPER_ROOT;11010;20;11002;14;10991;11;11028;13;11036;18;11047;13;11019.0;0.0
0;15100;INTARIAN_PEPPER_ROOT;11016;20;11010;17;11001;15;11031;22;11037;18;11046;14;11023.5;0.0
0;15200;INTARIAN_PEPPER_ROOT;11006;19;10997;19;10985;19;11026;18;11035;15;11047;16;11016.0;0.0
0;15300;INTARIAN_PEPPER_ROOT;11007;19;10999;19;10988;18;11025;16;11033;13;11044;12;11016.0;0.0
0;15400;INTARIAN_PEPPER_ROOT;11008;23;11000;19;10989;12;11026;15;11034;15;11045;14;11017.0;0.0
0;15500;INTARIAN_PEPPER_ROOT;11007;27;10999;15;10988;17;11025;17;11033;19;11044;20;11016.0;0.0
0;15600;INTARIAN_PEPPER_ROOT;11013;15;11006;13;10996;15;11030;17;11037;14;11047;10;11021.5;0.0
0;15700;INTARIAN_PEPPER_ROOT;11011;18;11003;12;10992;15;11029;15;11037;17;11048;12;11020.0;0.0
0;15800;INTARIAN_PEPPER_ROOT;11008;17;11000;13;10988;16;11027;13;11035;14;11047;17;11017.5;0.0
0;15900;INTARIAN_PEPPER_ROOT;11007;23;10999;19;10988;16;11025;20;11033;15;11044;15;11016.0;0.0
0;16000;INTARIAN_PEPPER_ROOT;11006;16;10999;16;10989;11;11022;16;11029;16;11039;15;11014.0;0.0
0;16100;INTARIAN_PEPPER_ROOT;11005;19;10997;15;10985;10;11024;19;11032;17;11044;17;11014.5;0.0
0;16200;INTARIAN_PEPPER_ROOT;11004;19;10997;16;10987;17;11020;16;11027;15;11037;13;11012.0;0.0
0;16300;INTARIAN_PEPPER_ROOT;11005;20;10999;13;10990;15;11020;19;11026;12;11035;17;11012.5;0.0
0;16400;INTARIAN_PEPPER_ROOT;11003;21;10996;14;10986;14;11019;20;11026;13;11036;12;11011.0;0.0
0;16500;INTARIAN_PEPPER_ROOT;11008;16;11001;16;10991;12;11025;19;11032;20;11042;14;11016.5;0.0
0;16600;INTARIAN_PEPPER_ROOT;11010;19;11002;16;10991;14;11028;8;11036;17;11047;13;11019.0;0.0
0;16700;INTARIAN_PEPPER_ROOT;11005;19;10998;19;10988;15;11021;19;11028;15;11038;12;11013.0;0.0
0;16800;INTARIAN_PEPPER_ROOT;11007;17;10999;19;10987;14;11026;19;11034;16;11046;17;11016.5;0.0
0;16900;INTARIAN_PEPPER_ROOT;11007;20;11001;14;10992;15;11022;21;11028;18;11037;16;11014.5;0.0
0;17000;INTARIAN_PEPPER_ROOT;11008;26;11001;21;10991;12;11025;20;11032;13;11042;16;11016.5;0.0
0;17100;INTARIAN_PEPPER_ROOT;11008;19;11001;13;10991;14;11024;17;11031;13;11041;14;11016.0;0.0
0;17200;INTARIAN_PEPPER_ROOT;11008;16;11001;11;10991;15;11024;18;11031;14;11041;12;11016.0;0.0
0;17300;INTARIAN_PEPPER_ROOT;11011;17;11003;17;10991;15;11030;18;11038;17;11050;13;11020.5;0.0
0;17400;INTARIAN_PEPPER_ROOT;11008;18;11000;17;10988;18;11027;18;11035;11;11047;12;11017.5;0.0
0;17500;INTARIAN_PEPPER_ROOT;11007;18;11001;13;10992;13;11022;15;11028;20;11037;16;11014.5;0.0
0;17600;INTARIAN_PEPPER_ROOT;11002;21;10993;20;10981;13;11022;18;11031;11;11043;15;11012.0;0.0
0;17700;INTARIAN_PEPPER_ROOT;11005;14;10998;9;10988;16;11022;17;11029;18;11039;17;11013.5;0.0
0;17800;INTARIAN_PEPPER_ROOT;11006;18;10998;10;10986;11;11025;21;11033;16;11045;13;11015.5;0.0
0;17900;INTARIAN_PEPPER_ROOT;11010;14;11003;16;10993;19;11027;14;11034;17;11044;15;11018.5;0.0
0;18000;INTARIAN_PEPPER_ROOT;11017;16;11010;14;11000;13;11034;21;11041;21;11051;13;11025.5;0.0
0;18100;INTARIAN_PEPPER_ROOT;11011;18;11004;13;10994;18;11028;24;11035;21;11045;19;11019.5;0.0
0;18200;INTARIAN_PEPPER_ROOT;11013;19;11005;13;10993;14;11032;22;11040;15;11052;16;11022.5;0.0
0;18300;INTARIAN_PEPPER_ROOT;11009;14;11001;13;10990;14;11027;18;11035;19;11046;19;11018.0;0.0
0;18400;INTARIAN_PEPPER_ROOT;11003;16;10995;18;10983;15;11022;16;11030;12;11042;16;11012.5;0.0
0;18500;INTARIAN_PEPPER_ROOT;11007;22;11000;14;10990;15;11024;16;11031;20;11041;19;11015.5;0.0
0;18600;INTARIAN_PEPPER_ROOT;11012;19;11006;13;10997;15;11027;15;11033;13;11042;14;11019.5;0.0
0;18700;INTARIAN_PEPPER_ROOT;11009;17;11003;9;10994;14;11024;19;11030;13;11039;17;11016.5;0.0
0;18800;INTARIAN_PEPPER_ROOT;11014;15;11007;18;10997;12;11031;17;11038;19;11048;15;11022.5;0.0
0;18900;INTARIAN_PEPPER_ROOT;11011;17;11005;19;10996;15;11026;20;11032;20;11041;17;11018.5;0.0
0;19000;INTARIAN_PEPPER_ROOT;11009;19;11001;11;10989;15;11028;24;11036;11;11048;15;11018.5;0.0
0;19100;INTARIAN_PEPPER_ROOT;11009;18;11002;17;10992;14;11026;22;11033;18;11043;15;11017.5;0.0
0;19200;INTARIAN_PEPPER_ROOT;11013;19;11005;22;10994;14;11031;19;11039;13;11050;16;11022.0;0.0
0;19300;INTARIAN_PEPPER_ROOT;11012;13;11005;24;10995;14;11028;18;11035;19;11045;15;11020.0;0.0
0;19400;INTARIAN_PEPPER_ROOT;11011;22;11003;13;10992;11;11029;13;11037;16;11048;13;11020.0;0.0
0;19500;INTARIAN_PEPPER_ROOT;11011;21;11004;15;10994;17;11028;23;11035;15;11045;16;11019.5;0.0
0;19600;INTARIAN_PEPPER_ROOT;11011;19;11004;16;10994;14;11028;18;11035;18;11045;13;11019.5;0.0
0;19700;INTARIAN_PEPPER_ROOT;11007;17;11000;16;10990;14;11023;18;11030;18;11040;19;11015.0;0.0
0;19800;INTARIAN_PEPPER_ROOT;11007;15;11000;17;10990;12;11024;20;11031;14;11041;16;11015.5;0.0
0;19900;INTARIAN_PEPPER_ROOT;11011;12;11002;17;10989;15;11032;16;11041;17;11054;13;11021.5;0.0
0;20000;INTARIAN_PEPPER_ROOT;11011;19;11004;10;10994;17;11028;17;11035;17;11045;15;11019.5;0.0
0;20100;INTARIAN_PEPPER_ROOT;11015;20;11008;18;10998;12;11031;22;11038;17;11048;17;11023.0;0.0
0;20200;INTARIAN_PEPPER_ROOT;11017;16;11010;17;11000;18;11034;19;11041;15;11051;19;11025.5;0.0
0;20300;INTARIAN_PEPPER_ROOT;11015;16;11008;16;10998;11;11031;18;11038;18;11048;8;11023.0;0.0
0;20400;INTARIAN_PEPPER_ROOT;11008;18;11001;9;10991;12;11025;19;11032;16;11042;16;11016.5;0.0
0;20500;INTARIAN_PEPPER_ROOT;11008;22;11001;10;10991;17;11025;21;11032;13;11042;16;11016.5;0.0
0;20600;INTARIAN_PEPPER_ROOT;11009;20;11003;15;10994;14;11024;19;11030;14;11039;16;11016.5;0.0
0;20700;INTARIAN_PEPPER_ROOT;11012;18;11003;18;10991;10;11032;15;11041;20;11053;12;11022.0;0.0
0;20800;INTARIAN_PEPPER_ROOT;11014;16;11007;13;10997;15;11031;20;11038;20;11048;15;11022.5;0.0
0;20900;INTARIAN_PEPPER_ROOT;11008;16;11001;16;10991;14;11024;22;11031;17;11041;14;11016.0;0.0
0;21000;INTARIAN_PEPPER_ROOT;11006;17;10998;14;10987;7;11024;15;11032;20;11043;15;11015.0;0.0
0;21100;INTARIAN_PEPPER_ROOT;11006;24;10998;13;10987;17;11024;19;11032;16;11043;19;11015.0;0.0
0;21200;INTARIAN_PEPPER_ROOT;11015;13;11007;14;10996;14;11033;19;11041;16;11052;11;11024.0;0.0
0;21300;INTARIAN_PEPPER_ROOT;11021;18;11014;17;11004;13;11037;17;11044;15;11054;18;11029.0;0.0
0;21400;INTARIAN_PEPPER_ROOT;11019;18;11013;14;11004;16;11034;15;11040;14;11049;15;11026.5;0.0
0;21500;INTARIAN_PEPPER_ROOT;11014;19;11007;18;10997;11;11030;19;11037;16;11047;13;11022.0;0.0
0;21600;INTARIAN_PEPPER_ROOT;11018;18;11010;18;10998;13;11037;15;11045;11;11057;18;11027.5;0.0
0;21700;INTARIAN_PEPPER_ROOT;11022;15;11015;14;11005;21;11038;20;11045;19;11055;15;11030.0;0.0
0;21800;INTARIAN_PEPPER_ROOT;11012;20;11004;13;10993;17;11030;18;11038;13;11049;16;11021.0;0.0
0;21900;INTARIAN_PEPPER_ROOT;11013;15;11006;21;10996;14;11030;18;11037;18;11047;16;11021.5;0.0
0;22000;INTARIAN_PEPPER_ROOT;11013;18;11006;19;10996;7;11030;24;11037;15;11047;15;11021.5;0.0
0;22100;INTARIAN_PEPPER_ROOT;11023;20;11016;13;11006;18;11039;16;11046;13;11056;11;11031.0;0.0
